Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
"This USGS data file has been deprecated. To continue receiving updates for earthquake information you must switch to the new data format [http://earthquake.usgs.gov/earthquakes/feed/]. In the future, data feeds will be updated and deprecated following our official deprecation policy [http://earthquake.usgs.gov/earthquakes/feed/policy.php]."
ak,10845123,3,"Tuesday, November 12, 2013 19:34:40 UTC",57.6601,-155.1365,1.6,59.70,15,"Alaska Peninsula"
nc,72106356,0,"Tuesday, November 12, 2013 19:05:57 UTC",37.3237,-122.1082,1.9,0.20,10,"San Francisco Bay area, California"
ak,10843708,3,"Tuesday, November 12, 2013 18:58:51 UTC",61.0276,-151.3230,1.6,69.50,41,"Southern Alaska"
nc,72106351,1,"Tuesday, November 12, 2013 18:55:07 UTC",38.8145,-122.8280,1.1,3.00,24,"Northern California"
ak,10845121,2,"Tuesday, November 12, 2013 18:51:14 UTC",63.1551,-150.3959,1.2,100.70,21,"Central Alaska"
ci,11390866,4,"Tuesday, November 12, 2013 18:49:15 UTC",33.0792,-115.5845,1.2,7.80,22,"Southern California"
nc,72106346,1,"Tuesday, November 12, 2013 18:37:14 UTC",38.7903,-122.7620,1.4,2.40,25,"Northern California"
ak,10845120,3,"Tuesday, November 12, 2013 18:37:06 UTC",57.7425,-155.0128,1.9,75.20,20,"Alaska Peninsula"
ak,10843612,4,"Tuesday, November 12, 2013 18:16:48 UTC",63.0663,-150.9077,4.7,131.40,149,"Central Alaska"
ak,10845118,2,"Tuesday, November 12, 2013 18:00:49 UTC",63.5984,-149.8575,1.2,122.50,13,"Central Alaska"
nc,72106316,1,"Tuesday, November 12, 2013 17:53:31 UTC",38.8175,-122.7990,1.6,3.00,33,"Northern California"
nc,72106296,0,"Tuesday, November 12, 2013 17:31:14 UTC",38.8352,-122.8088,1.0,3.00,18,"Northern California"
nc,72106276,1,"Tuesday, November 12, 2013 17:03:01 UTC",38.8093,-122.8263,1.5,2.60,28,"Northern California"
nc,72106271,1,"Tuesday, November 12, 2013 16:55:11 UTC",38.8160,-122.7983,2.3,3.10,47,"Northern California"
pr,13316003,0,"Tuesday, November 12, 2013 16:38:15 UTC",17.9130,-66.9360,1.6,12.00, 4,"Puerto Rico region"
ci,11390850,5,"Tuesday, November 12, 2013 16:33:19 UTC",33.8630,-116.8250,1.2,14.90,38,"Southern California"
nc,72106261,0,"Tuesday, November 12, 2013 16:22:59 UTC",38.8082,-122.8258,1.0,2.30,16,"Northern California"
ak,10843574,2,"Tuesday, November 12, 2013 16:17:14 UTC",63.4345,-146.4945,1.1,18.70,18,"Central Alaska"
nn,00428960,1,"Tuesday, November 12, 2013 16:15:35 UTC",37.1990,-114.7702,1.6,15.20, 4,"Nevada"
ak,10845115,2,"Tuesday, November 12, 2013 15:19:44 UTC",54.2113,-164.8395,1.9,77.40, 8,"Unimak Island region, Alaska"
nc,72106246,3,"Tuesday, November 12, 2013 15:17:23 UTC",37.7855,-122.3102,2.3,7.40,145,"San Francisco Bay area, California"
ak,10845114,2,"Tuesday, November 12, 2013 15:04:47 UTC",52.6909,-168.4594,1.9,20.80, 7,"Fox Islands, Aleutian Islands, Alaska"
ak,10845113,2,"Tuesday, November 12, 2013 15:00:47 UTC",63.3350,-150.3670,1.3,123.70,19,"Central Alaska"
ak,10843555,3,"Tuesday, November 12, 2013 14:47:17 UTC",59.8043,-154.1467,2.3,180.50,41,"Southern Alaska"
ak,10843550,2,"Tuesday, November 12, 2013 14:31:14 UTC",64.8140,-148.7880,1.5,18.20,24,"Central Alaska"
ak,10843548,2,"Tuesday, November 12, 2013 14:13:29 UTC",51.4806,-175.3316,2.6,38.60,12,"Andreanof Islands, Aleutian Islands, Alaska"
nc,72106211,2,"Tuesday, November 12, 2013 14:05:28 UTC",37.6267,-119.0287,1.5,5.30,20,"Long Valley area, California"
ci,11390810,8,"Tuesday, November 12, 2013 14:00:27 UTC",33.2250,-116.0048,2.0,2.70,67,"Southern California"
nc,72106201,1,"Tuesday, November 12, 2013 13:59:36 UTC",37.6405,-122.4985,1.9,8.50,29,"offshore Northern California"
ak,10845108,2,"Tuesday, November 12, 2013 13:45:09 UTC",53.3640,-163.5296,2.4,25.60,11,"Unimak Island region, Alaska"
ak,10845107,3,"Tuesday, November 12, 2013 13:33:32 UTC",69.4877,-144.6557,2.3,13.60,17,"northern Alaska"
ak,10843538,2,"Tuesday, November 12, 2013 13:22:34 UTC",62.2096,-152.3022,1.9,124.00,46,"Central Alaska"
hv,60590596,2,"Tuesday, November 12, 2013 13:19:13 UTC",19.4132,-155.2708,1.8,3.80,22,"Island of Hawaii, Hawaii"
uw,60628081,1,"Tuesday, November 12, 2013 13:10:20 UTC",45.8547,-120.1978,1.1,15.80,11,"Washington"
ak,10843536,3,"Tuesday, November 12, 2013 13:02:12 UTC",63.5941,-149.9304,1.3,131.60,18,"Central Alaska"
mb,13548684,2,"Tuesday, November 12, 2013 12:54:50 UTC",45.7088,-111.5160,2.0,8.30,32,"western Montana"
nc,72106156,0,"Tuesday, November 12, 2013 12:33:28 UTC",38.7958,-122.7657,1.3,2.00,20,"Northern California"
ak,10843529,2,"Tuesday, November 12, 2013 12:29:05 UTC",61.1335,-151.0742,1.4,64.10,36,"Southern Alaska"
ci,11390794,5,"Tuesday, November 12, 2013 12:24:15 UTC",34.2155,-117.4293,2.2,13.70,92,"Greater Los Angeles area, California"
ak,10843524,2,"Tuesday, November 12, 2013 12:22:33 UTC",63.9469,-148.7507,1.4,109.90,35,"Central Alaska"
ak,10845102,2,"Tuesday, November 12, 2013 12:15:36 UTC",61.4451,-150.9894,1.3,64.80,18,"Southern Alaska"
ak,10843518,2,"Tuesday, November 12, 2013 12:09:07 UTC",64.4249,-149.6941,1.0,18.60,25,"Central Alaska"
ci,11390786,4,"Tuesday, November 12, 2013 12:02:54 UTC",32.7557,-115.8727,1.9,7.80,35,"Southern California"
ak,10843513,2,"Tuesday, November 12, 2013 11:47:03 UTC",59.7352,-136.1222,2.2,0.40,12,"Southeastern Alaska"
ak,10843498,2,"Tuesday, November 12, 2013 10:35:55 UTC",54.6179,-161.4078,3.7,13.70,33,"Alaska Peninsula"
nc,72106116,0,"Tuesday, November 12, 2013 10:29:11 UTC",38.7530,-122.7210,1.4,2.40,17,"Northern California"
ak,10843483,2,"Tuesday, November 12, 2013 10:26:31 UTC",59.8077,-153.0849,2.6,102.50,94,"Southern Alaska"
ci,11390762,4,"Tuesday, November 12, 2013 10:25:39 UTC",33.2900,-116.2747,1.1,9.10,35,"Southern California"
nn,00428947,1,"Tuesday, November 12, 2013 10:22:20 UTC",37.1778,-117.3857,1.5,0.00,18,"Nevada"
ak,10843475,2,"Tuesday, November 12, 2013 10:17:33 UTC",60.0170,-153.0847,2.2,114.00,74,"Southern Alaska"
ci,11390754,4,"Tuesday, November 12, 2013 10:14:20 UTC",33.7050,-116.8218,1.0,17.90,40,"Southern California"
ak,10843470,2,"Tuesday, November 12, 2013 10:09:37 UTC",65.8445,-146.4590,2.7,300.00,11,"northern Alaska"
nc,72106096,0,"Tuesday, November 12, 2013 09:52:02 UTC",38.7855,-122.7632,1.4,1.40,21,"Northern California"
nc,72106071,1,"Tuesday, November 12, 2013 09:21:55 UTC",38.7683,-122.9158,1.9,5.70,29,"Northern California"
ak,10843460,2,"Tuesday, November 12, 2013 09:19:53 UTC",63.4893,-151.3814,1.4,13.00,27,"Central Alaska"
nc,72106061,0,"Tuesday, November 12, 2013 09:18:56 UTC",38.8375,-122.7833,1.2,2.30,18,"Northern California"
uw,60628021,3,"Tuesday, November 12, 2013 09:16:29 UTC",46.4585,-121.7037,1.1,1.80,35,"Washington"
ak,10845093,2,"Tuesday, November 12, 2013 09:07:57 UTC",61.0564,-152.3529,1.6,114.10,22,"Southern Alaska"
ak,10843454,2,"Tuesday, November 12, 2013 09:00:33 UTC",62.2555,-150.4173,1.9,12.90,53,"Central Alaska"
uu,60044357,6,"Tuesday, November 12, 2013 08:16:27 UTC",44.8378,-110.6963,2.0,6.60,28,"Yellowstone National Park, Wyoming"
ak,10843448,2,"Tuesday, November 12, 2013 08:08:03 UTC",61.9224,-147.6340,1.2,37.90,15,"Southern Alaska"
ak,10843443,2,"Tuesday, November 12, 2013 08:00:08 UTC",52.6746,-168.7842,2.9,53.40,17,"Fox Islands, Aleutian Islands, Alaska"
ak,10843441,2,"Tuesday, November 12, 2013 07:48:42 UTC",62.5396,-150.6688,1.1,7.40,17,"Central Alaska"
nc,72106021,0,"Tuesday, November 12, 2013 07:46:17 UTC",38.7970,-122.7692,1.2,2.20,18,"Northern California"
uw,60627996,2,"Tuesday, November 12, 2013 07:44:56 UTC",45.8945,-120.5603,1.5,14.80,17,"Washington"
nc,72106016,0,"Tuesday, November 12, 2013 07:33:13 UTC",38.7762,-122.9053,1.0,5.30,10,"Northern California"
ak,10843435,2,"Tuesday, November 12, 2013 07:29:09 UTC",63.5863,-150.7350,1.4,9.30,22,"Central Alaska"
ak,10843432,2,"Tuesday, November 12, 2013 07:18:58 UTC",64.8489,-147.6114,1.0,15.40,11,"Central Alaska"
nc,72106006,2,"Tuesday, November 12, 2013 07:13:04 UTC",36.6097,-121.5520,2.4,4.80, 5,"Central California"
ak,10843861,1,"Tuesday, November 12, 2013 07:09:37 UTC",60.5833,-144.1995,2.7,26.60, 6,"Southern Alaska"
ci,11390714,4,"Tuesday, November 12, 2013 07:09:01 UTC",35.3082,-118.5770,1.7,6.80,35,"Central California"
pt,13316000,B,"Tuesday, November 12, 2013 07:03:52 UTC",54.6450,162.3200,6.6,57.00,17,"near the east coast of the Kamchatka Peninsula, Russia"
ci,11390706,5,"Tuesday, November 12, 2013 06:58:04 UTC",33.3565,-116.3642,1.7,13.00,57,"Southern California"
nc,72105981,0,"Tuesday, November 12, 2013 06:57:25 UTC",36.5523,-121.0648,1.7,5.90,17,"Central California"
ci,11390698,4,"Tuesday, November 12, 2013 06:56:48 UTC",35.2832,-118.6168,1.4,7.30,26,"Central California"
ci,11390690,4,"Tuesday, November 12, 2013 06:48:56 UTC",35.9425,-117.7297,1.5,0.00,22,"Central California"
mb,13154071,2,"Tuesday, November 12, 2013 06:42:22 UTC",45.1960,-112.7995,1.4,12.60,13,"western Montana"
ak,10845085,2,"Tuesday, November 12, 2013 06:38:16 UTC",52.5439,-164.1607,2.6,26.40, 9,"south of Alaska"
ak,10843402,3,"Tuesday, November 12, 2013 06:06:36 UTC",59.4755,-151.6194,2.2,52.10,60,"Kenai Peninsula, Alaska"
ak,10845083,2,"Tuesday, November 12, 2013 06:01:28 UTC",59.8970,-152.4937,1.9,96.50,32,"Southern Alaska"
ci,11390674,4,"Tuesday, November 12, 2013 05:38:48 UTC",32.8060,-115.5613,1.2,12.90,16,"Southern California"
nc,72105921,0,"Tuesday, November 12, 2013 05:32:55 UTC",38.8040,-122.7660,1.4,0.80,20,"Northern California"
nc,72105916,1,"Tuesday, November 12, 2013 05:32:32 UTC",38.8027,-122.7702,2.5,2.00,52,"Northern California"
ak,10843390,2,"Tuesday, November 12, 2013 05:09:41 UTC",62.9244,-151.2041,1.5,103.00,20,"Central Alaska"
ak,10843386,2,"Tuesday, November 12, 2013 05:00:17 UTC",63.3047,-151.1260,1.3,17.50,27,"Central Alaska"
hv,60590486,2,"Tuesday, November 12, 2013 04:49:45 UTC",19.8370,-155.5363,2.6,13.00,70,"Island of Hawaii, Hawaii"
ci,11390658,2,"Tuesday, November 12, 2013 04:28:08 UTC",35.1765,-117.1183,1.7,7.90,24,"Southern California"
ak,10843381,3,"Tuesday, November 12, 2013 03:36:20 UTC",51.2157,-178.9209,3.4,9.10,15,"Andreanof Islands, Aleutian Islands, Alaska"
nc,72105871,1,"Tuesday, November 12, 2013 03:34:36 UTC",38.8060,-122.8225,1.6,2.00,28,"Northern California"
ak,10843380,3,"Tuesday, November 12, 2013 03:33:20 UTC",53.4499,-165.7709,1.8,21.80,11,"Fox Islands, Aleutian Islands, Alaska"
ak,10843377,3,"Tuesday, November 12, 2013 03:30:19 UTC",62.0993,-152.5671,1.7,6.50,33,"Central Alaska"
ci,11390626,5,"Tuesday, November 12, 2013 03:11:38 UTC",33.4743,-116.9115,1.3,10.90,41,"Southern California"
ci,11390610,4,"Tuesday, November 12, 2013 02:55:17 UTC",33.7157,-116.7637,1.0,18.40,33,"Southern California"
nc,72105851,1,"Tuesday, November 12, 2013 02:41:40 UTC",38.7953,-122.8093,2.3,3.30,53,"Northern California"
nc,72105846,0,"Tuesday, November 12, 2013 02:37:14 UTC",38.7940,-122.8115,1.1,2.90,21,"Northern California"
nc,72105831,1,"Tuesday, November 12, 2013 02:36:28 UTC",38.7947,-122.8110,2.1,3.30,45,"Northern California"
ak,10843363,2,"Tuesday, November 12, 2013 02:29:28 UTC",63.5524,-150.9086,1.4,6.00,30,"Central Alaska"
ak,10845075,2,"Tuesday, November 12, 2013 02:24:48 UTC",63.1987,-150.4937,1.3,114.10,15,"Central Alaska"
ak,10845074,2,"Tuesday, November 12, 2013 02:20:35 UTC",59.9536,-153.0799,1.7,122.90,20,"Southern Alaska"
nc,72105806,1,"Tuesday, November 12, 2013 02:11:10 UTC",38.7675,-122.9160,2.0,5.70,33,"Northern California"
nc,72105796,0,"Tuesday, November 12, 2013 01:59:38 UTC",38.8438,-122.8490,1.4,0.10,18,"Northern California"
ci,11390594,2,"Tuesday, November 12, 2013 01:48:13 UTC",35.0127,-118.4552,1.4,8.50,11,"Southern California"
ak,10845072,2,"Tuesday, November 12, 2013 01:31:35 UTC",60.1045,-153.0130,1.8,114.60,17,"Southern Alaska"
ak,10843332,2,"Tuesday, November 12, 2013 01:31:10 UTC",51.8051,-176.8197,2.1,72.40,14,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60590431,2,"Tuesday, November 12, 2013 01:29:03 UTC",19.4110,-155.3115,2.2,4.90,64,"Island of Hawaii, Hawaii"
pr,13316002,0,"Tuesday, November 12, 2013 01:07:49 UTC",18.3645,-64.5589,2.6,10.00, 8,"Virgin Islands region"
pr,13316001,0,"Tuesday, November 12, 2013 01:04:31 UTC",19.2108,-64.5736,2.9,38.00,10,"Virgin Islands region"
ak,10845070,2,"Tuesday, November 12, 2013 01:02:38 UTC",62.9821,-150.4103,1.3,94.30,13,"Central Alaska"
nn,00428937,1,"Tuesday, November 12, 2013 00:59:49 UTC",37.9801,-115.5971,1.4,0.00,10,"Nevada"
nn,00428936,1,"Tuesday, November 12, 2013 00:57:54 UTC",37.9542,-116.2211,1.5,2.00,17,"Nevada"
nc,72105756,0,"Tuesday, November 12, 2013 00:55:01 UTC",38.7787,-122.7293,1.5,2.10,22,"Northern California"
pr,13316000,0,"Tuesday, November 12, 2013 00:35:50 UTC",19.1327,-64.5698,3.3,49.00,13,"Virgin Islands region"
nn,00428935,1,"Tuesday, November 12, 2013 00:24:34 UTC",37.8224,-116.2023,1.6,0.00,24,"Nevada"
nn,00428933,1,"Tuesday, November 12, 2013 00:17:14 UTC",37.8607,-116.2072,1.7,7.00,10,"Nevada"
nn,00428932,1,"Tuesday, November 12, 2013 00:15:03 UTC",37.8596,-116.1791,2.4,0.00,28,"Nevada"
uu,60044322,2,"Tuesday, November 12, 2013 00:09:29 UTC",40.6267,-111.3345,1.1,9.90,20,"Utah"
ak,10845069,2,"Tuesday, November 12, 2013 00:03:26 UTC",51.5518,-176.1108,2.8,25.60,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10843261,1,"Tuesday, November 12, 2013 00:01:28 UTC",64.9135,-147.4608,1.2,0.60, 7,"Central Alaska"
ak,10843264,2,"Tuesday, November 12, 2013 00:01:27 UTC",64.9878,-147.3734,1.4,0.00,19,"Central Alaska"
ak,10843248,1,"Monday, November 11, 2013 23:44:09 UTC",61.5397,-149.7347,1.5,34.20,10,"Southern Alaska"
nn,00428927,1,"Monday, November 11, 2013 23:36:11 UTC",37.8928,-116.2077,1.5,2.10,22,"Nevada"
hv,60590396,4,"Monday, November 11, 2013 23:33:28 UTC",19.1823,-155.6823,3.3,9.80,53,"Island of Hawaii, Hawaii"
ci,11390570,4,"Monday, November 11, 2013 23:15:58 UTC",33.0190,-116.4225,1.3,6.30,41,"Southern California"
ci,11390562,5,"Monday, November 11, 2013 23:13:59 UTC",33.0287,-116.4220,1.8,6.20,56,"Southern California"
nc,72105696,0,"Monday, November 11, 2013 23:10:37 UTC",40.1718,-121.0375,2.0,6.70,11,"Northern California"
nc,72105676,1,"Monday, November 11, 2013 22:45:22 UTC",39.3757,-122.9047,2.2,7.50,20,"Northern California"
nc,72105671,0,"Monday, November 11, 2013 22:44:00 UTC",38.8057,-122.7917,1.1,3.10,21,"Northern California"
pr,13315006,0,"Monday, November 11, 2013 22:42:58 UTC",19.0625,-64.4753,3.0,64.00, 7,"Virgin Islands region"
nc,72105661,0,"Monday, November 11, 2013 22:08:59 UTC",38.8225,-122.8290,1.0,2.60,18,"Northern California"
ak,10843195,1,"Monday, November 11, 2013 21:56:37 UTC",60.4280,-152.2187,2.0,80.10,28,"Southern Alaska"
pr,13315005,0,"Monday, November 11, 2013 21:55:27 UTC",18.9740,-64.4325,2.5,71.00, 4,"Virgin Islands region"
hv,60590366,1,"Monday, November 11, 2013 21:43:27 UTC",19.4943,-155.8690,1.9,11.20,26,"Island of Hawaii, Hawaii"
nc,72105646,0,"Monday, November 11, 2013 21:11:39 UTC",38.8185,-122.8318,1.1,1.30,19,"Northern California"
nc,72105641,1,"Monday, November 11, 2013 21:11:17 UTC",38.8192,-122.8318,2.0,0.50,31,"Northern California"
nc,72105651,0,"Monday, November 11, 2013 21:11:12 UTC",38.8322,-122.8250,1.1,0.00, 7,"Northern California"
nm,111313a,A,"Monday, November 11, 2013 20:58:50 UTC",36.8126,-89.4622,1.3,8.80, 8,"southeastern Missouri"
ak,10843012,1,"Monday, November 11, 2013 20:43:08 UTC",61.8828,-147.4619,1.6,25.00, 9,"Southern Alaska"
uw,60627701,1,"Monday, November 11, 2013 19:59:32 UTC",49.3752,-120.5735,2.2,0.00,11,"British Columbia, Canada"
pr,13315004,0,"Monday, November 11, 2013 19:56:33 UTC",18.0902,-65.0071,2.2,10.00, 4,"Virgin Islands region"
ak,10842991,1,"Monday, November 11, 2013 19:44:52 UTC",60.1562,-153.8317,2.5,100.00,25,"Southern Alaska"
hv,60590321,2,"Monday, November 11, 2013 19:38:30 UTC",19.2212,-155.3377,2.2,41.40,80,"Island of Hawaii, Hawaii"
ak,10842983,1,"Monday, November 11, 2013 19:37:53 UTC",60.9765,-150.8034,1.6,13.80,17,"Kenai Peninsula, Alaska"
ci,11390530,4,"Monday, November 11, 2013 19:27:55 UTC",33.6542,-118.4990,1.8,9.40,30,"Channel Islands region, California"
nc,72105586,1,"Monday, November 11, 2013 19:00:57 UTC",36.8397,-121.5748,2.6,5.30,62,"Central California"
ak,10842963,1,"Monday, November 11, 2013 19:00:30 UTC",62.0006,-150.4690,2.1,66.20,28,"Central Alaska"
ak,10842962,1,"Monday, November 11, 2013 18:59:49 UTC",63.4667,-147.1959,1.3,15.00, 9,"Central Alaska"
mb,13759457,2,"Monday, November 11, 2013 18:43:52 UTC",45.1921,-112.8008,1.4,15.80,10,"western Montana"
ci,11390506,2,"Monday, November 11, 2013 18:34:20 UTC",34.6213,-117.1118,1.5,0.00,14,"Southern California"
ak,10842939,2,"Monday, November 11, 2013 18:18:14 UTC",60.0130,-152.7022,4.0,90.20,72,"Southern Alaska"
hv,60590251,2,"Monday, November 11, 2013 17:31:40 UTC",19.2230,-155.3358,2.2,42.30,82,"Island of Hawaii, Hawaii"
ak,10842926,1,"Monday, November 11, 2013 17:18:41 UTC",62.9943,-149.4511,1.2,26.10, 7,"Central Alaska"
ci,11390466,4,"Monday, November 11, 2013 17:03:38 UTC",34.0500,-117.3410,1.0,0.00,22,"Greater Los Angeles area, California"
ci,11390458,4,"Monday, November 11, 2013 16:48:37 UTC",32.6013,-115.7195,1.6,9.40,18,"Baja California, Mexico"
ci,11390450,4,"Monday, November 11, 2013 16:42:53 UTC",34.0243,-116.8457,1.0,22.40,21,"Southern California"
nn,00428912,1,"Monday, November 11, 2013 16:20:26 UTC",37.6792,-117.3305,1.5,2.10,13,"Nevada"
ci,11390434,5,"Monday, November 11, 2013 16:11:34 UTC",34.0593,-116.4143,1.6,11.60,49,"Southern California"
ak,10842908,1,"Monday, November 11, 2013 16:01:17 UTC",63.4309,-148.3609,1.1,20.60, 6,"Central Alaska"
ak,10842907,1,"Monday, November 11, 2013 15:57:07 UTC",61.6092,-149.4863,1.5,33.00,10,"Southern Alaska"
ak,10842900,1,"Monday, November 11, 2013 15:45:06 UTC",63.4424,-148.2853,1.1,16.60, 5,"Central Alaska"
ak,10842897,1,"Monday, November 11, 2013 15:43:01 UTC",63.4456,-148.2372,1.3,7.10,13,"Central Alaska"
ak,10842891,1,"Monday, November 11, 2013 15:38:10 UTC",62.2584,-145.7830,2.4,0.00,30,"Central Alaska"
nc,72105526,0,"Monday, November 11, 2013 15:23:29 UTC",38.8095,-122.8182,1.1,3.30,17,"Northern California"
ak,10842886,1,"Monday, November 11, 2013 15:02:46 UTC",63.4560,-148.2261,1.3,4.30,13,"Central Alaska"
ci,11390410,6,"Monday, November 11, 2013 14:42:38 UTC",33.7172,-115.9067,1.6,6.60,45,"Southern California"
pr,13315003,0,"Monday, November 11, 2013 14:24:24 UTC",18.7779,-64.2854,3.0,42.00,17,"Virgin Islands region"
ak,10842877,1,"Monday, November 11, 2013 13:33:34 UTC",63.0248,-149.8969,1.4,20.10, 9,"Central Alaska"
ci,11390394,5,"Monday, November 11, 2013 13:11:28 UTC",34.1805,-117.3437,1.2,10.40,51,"Greater Los Angeles area, California"
ak,10842863,2,"Monday, November 11, 2013 12:48:52 UTC",61.0550,-151.1555,2.7,65.50,55,"Southern Alaska"
ci,11390386,5,"Monday, November 11, 2013 12:23:44 UTC",33.6777,-116.7703,1.1,15.80,40,"Southern California"
uw,60627416,3,"Monday, November 11, 2013 11:46:43 UTC",47.4945,-123.1628,2.8,43.00,51,"Olympic Peninsula, Washington"
ak,10842852,1,"Monday, November 11, 2013 11:42:11 UTC",61.7700,-148.0064,1.7,32.30,20,"Southern Alaska"
mb,13496382,2,"Monday, November 11, 2013 11:39:46 UTC",46.8343,-112.8451,2.1,16.80,33,"western Montana"
ci,11390362,4,"Monday, November 11, 2013 11:09:20 UTC",34.0672,-117.2720,1.0,17.50,37,"Greater Los Angeles area, California"
ak,10842847,1,"Monday, November 11, 2013 11:07:13 UTC",59.9408,-152.8282,2.3,97.30, 9,"Southern Alaska"
ci,11390354,5,"Monday, November 11, 2013 11:06:12 UTC",33.6768,-116.7723,1.3,16.00,51,"Southern California"
se,111113a,A,"Monday, November 11, 2013 10:55:52 UTC",35.4824,-84.2420,1.9,8.50, 9,"eastern Tennessee"
mb,13101769,2,"Monday, November 11, 2013 10:45:24 UTC",45.2003,-112.8041,1.1,11.40, 9,"western Montana"
ak,10842845,1,"Monday, November 11, 2013 10:32:25 UTC",64.4040,-149.6089,1.2,7.10, 6,"Central Alaska"
ci,11390330,7,"Monday, November 11, 2013 09:51:46 UTC",33.8582,-118.2815,1.6,12.80,44,"Greater Los Angeles area, California"
nn,00428903,1,"Monday, November 11, 2013 09:38:18 UTC",38.3243,-118.8280,1.6,0.00,17,"Nevada"
nc,72105386,0,"Monday, November 11, 2013 09:34:45 UTC",38.8420,-122.8285,1.0,2.40,14,"Northern California"
ci,11390322,6,"Monday, November 11, 2013 09:29:20 UTC",34.0180,-117.2337,3.1,17.00,103,"Greater Los Angeles area, California"
ak,10842831,1,"Monday, November 11, 2013 08:55:06 UTC",61.9698,-150.6517,1.7,85.70,13,"Southern Alaska"
ak,10842827,1,"Monday, November 11, 2013 08:31:14 UTC",64.1435,-148.4697,1.7,38.50, 4,"Central Alaska"
ci,11390306,4,"Monday, November 11, 2013 08:10:51 UTC",33.1765,-115.6060,1.1,2.60,14,"Southern California"
ci,11390290,5,"Monday, November 11, 2013 07:52:33 UTC",32.9002,-116.2718,1.3,7.90,39,"Southern California"
uu,60044262,4,"Monday, November 11, 2013 07:49:47 UTC",44.7947,-111.1122,1.1,5.90,13,"western Montana"
ak,10842821,1,"Monday, November 11, 2013 07:37:17 UTC",62.9655,-150.6365,1.5,99.90, 8,"Central Alaska"
pr,13315002,0,"Monday, November 11, 2013 07:09:02 UTC",18.9167,-64.6416,2.4,14.00, 5,"Virgin Islands region"
nc,72105291,2,"Monday, November 11, 2013 06:56:59 UTC",37.3253,-118.7937,1.0,12.70,13,"Central California"
ak,10842815,1,"Monday, November 11, 2013 06:47:55 UTC",63.5460,-147.3600,1.5,11.10,14,"Central Alaska"
nc,72105251,0,"Monday, November 11, 2013 05:55:10 UTC",37.4212,-120.4608,1.9,2.60, 6,"Central California"
pr,13315001,0,"Monday, November 11, 2013 05:30:27 UTC",18.7779,-67.2388,2.7,7.00,10,"Puerto Rico region"
ci,11390274,5,"Monday, November 11, 2013 05:21:17 UTC",34.5438,-116.2493,1.5,3.60,19,"Southern California"
nc,72105231,1,"Monday, November 11, 2013 05:13:53 UTC",38.8080,-122.8227,2.8,2.10,56,"Northern California"
ci,11390258,5,"Monday, November 11, 2013 05:00:02 UTC",34.1223,-117.7692,1.6,14.10,46,"Greater Los Angeles area, California"
ak,10842797,1,"Monday, November 11, 2013 04:52:26 UTC",61.6821,-148.0963,1.5,34.60,10,"Southern Alaska"
ci,11390250,4,"Monday, November 11, 2013 04:51:23 UTC",34.1328,-116.4078,1.0,9.20,28,"Southern California"
ci,11390242,5,"Monday, November 11, 2013 04:45:14 UTC",36.0557,-117.7090,1.8,1.10,26,"Central California"
ak,10842791,1,"Monday, November 11, 2013 04:40:23 UTC",63.0188,-150.4106,1.5,87.90,10,"Central Alaska"
hv,60590056,1,"Monday, November 11, 2013 04:33:15 UTC",19.1787,-155.6865,1.8,0.00,38,"Island of Hawaii, Hawaii"
nc,72105211,0,"Monday, November 11, 2013 04:24:13 UTC",35.7313,-121.1920,1.4,5.10,10,"Central California"
ak,10842783,1,"Monday, November 11, 2013 04:11:54 UTC",62.5961,-151.3069,1.5,88.10, 9,"Central Alaska"
hv,60590046,1,"Monday, November 11, 2013 03:56:12 UTC",19.4218,-155.2523,1.8,3.60,24,"Island of Hawaii, Hawaii"
nc,72105201,0,"Monday, November 11, 2013 03:39:03 UTC",35.6735,-121.1080,1.3,6.60, 9,"Central California"
ci,11390234,5,"Monday, November 11, 2013 03:13:36 UTC",33.0270,-116.4185,1.5,10.00,43,"Southern California"
ak,10842769,1,"Monday, November 11, 2013 02:53:52 UTC",61.6249,-150.2377,1.9,43.10,20,"Southern Alaska"
ci,11390226,4,"Monday, November 11, 2013 02:29:31 UTC",32.8788,-116.2488,1.0,4.80,21,"Southern California"
mb,13575617,2,"Monday, November 11, 2013 02:27:42 UTC",45.8898,-111.2760,1.1,4.40,14,"western Montana"
pr,13315000,0,"Monday, November 11, 2013 01:58:02 UTC",19.0424,-66.3377,2.9,11.00,12,"Puerto Rico region"
nc,72105161,4,"Monday, November 11, 2013 01:54:44 UTC",37.3413,-118.7405,1.1,16.20,16,"Central California"
ak,10842760,1,"Monday, November 11, 2013 01:37:32 UTC",62.3627,-151.2072,1.7,32.00, 8,"Central Alaska"
nc,72105151,1,"Monday, November 11, 2013 01:27:23 UTC",38.7970,-122.7995,1.2,1.60,23,"Northern California"
ak,10842750,1,"Monday, November 11, 2013 01:11:07 UTC",61.6263,-150.2130,1.7,41.60,19,"Southern Alaska"
ak,10842737,1,"Monday, November 11, 2013 00:49:27 UTC",63.6236,-150.7194,1.9,9.40,22,"Central Alaska"
ci,11390202,4,"Monday, November 11, 2013 00:48:07 UTC",35.0295,-117.6747,1.7,0.00,28,"Southern California"
